"mean energy","max energy","min infected","max infected","tick","run"
6.944723618090451,10.0,0.0,1.0,1.0,1
6.909547738693467,10.0,0.0,1.0,2.0,1
6.8793969849246235,10.0,0.0,1.0,3.0,1
6.838383838383838,10.0,0.0,2.0,4.0,1
6.802030456852792,10.0,0.0,2.0,5.0,1
6.756345177664978,10.0,0.0,2.0,6.0,1
6.710659898477153,10.0,0.0,2.0,7.0,1
6.69035532994924,10.0,0.0,2.0,8.0,1
6.634517766497461,10.0,0.0,2.0,9.0,1
6.62051282051282,10.0,0.0,2.0,10.0,1
6.579487179487184,10.0,0.0,2.0,11.0,1
6.595854922279799,10.0,0.0,2.0,12.0,1
6.632124352331606,10.0,0.0,2.0,13.0,1
6.598958333333333,10.0,0.0,2.0,14.0,1
6.5706806282722505,10.0,0.0,2.0,15.0,1
6.61904761904762,10.0,0.0,3.0,16.0,1
6.59042553191489,10.0,0.0,3.0,17.0,1
6.537234042553189,10.0,0.0,3.0,18.0,1
6.491978609625671,10.0,0.0,4.0,19.0,1
6.448648648648646,10.0,0.0,4.0,20.0,1
6.431693989071039,10.0,0.0,4.0,21.0,1
6.382513661202188,10.0,0.0,4.0,22.0,1
6.353591160220994,10.0,0.0,4.0,23.0,1
6.3296089385474845,10.0,0.0,4.0,24.0,1
6.275280898876409,10.0,0.0,4.0,25.0,1
6.272727272727272,10.0,0.0,4.0,26.0,1
6.222857142857145,10.0,0.0,4.0,27.0,1
6.0971428571428605,10.0,0.0,4.0,28.0,1
6.132947976878614,10.0,0.0,4.0,29.0,1
6.25443786982249,10.0,0.0,4.0,30.0,1
6.173652694610783,10.0,0.0,4.0,31.0,1
6.072289156626503,10.0,0.0,4.0,32.0,1
5.97590361445783,10.0,0.0,4.0,33.0,1
5.945783132530121,10.0,0.0,4.0,34.0,1
5.908536585365855,10.0,0.0,4.0,35.0,1
5.889570552147239,10.0,0.0,4.0,36.0,1
5.840490797546013,10.0,0.0,4.0,37.0,1
5.793750000000001,10.0,0.0,4.0,38.0,1
5.814102564102565,10.0,0.0,4.0,39.0,1
5.725490196078433,10.0,0.0,4.0,40.0,1
5.7,10.0,0.0,4.0,41.0,1
5.69387755102041,10.0,0.0,5.0,42.0,1
5.645833333333338,10.0,0.0,6.0,43.0,1
5.735714285714287,10.0,0.0,6.0,44.0,1
5.760869565217392,10.0,0.0,6.0,45.0,1
5.599999999999997,10.0,0.0,6.0,46.0,1
5.687022900763361,10.0,0.0,6.0,47.0,1
5.661417322834645,10.0,0.0,6.0,48.0,1
5.634146341463414,10.0,0.0,6.0,49.0,1
5.537815126050418,10.0,0.0,6.0,50.0,1
5.669565217391305,10.0,0.0,6.0,51.0,1
5.675675675675676,10.0,0.0,6.0,52.0,1
5.710280373831775,10.0,0.0,6.0,53.0,1
5.628571428571428,10.0,0.0,6.0,54.0,1
5.53398058252427,10.0,0.0,6.0,55.0,1
5.441176470588235,10.0,0.0,6.0,56.0,1
5.536082474226803,10.0,0.0,6.0,57.0,1
5.4631578947368435,10.0,0.0,6.0,58.0,1
5.41304347826087,10.0,0.0,6.0,59.0,1
5.333333333333334,10.0,0.0,6.0,60.0,1
5.2359550561797725,10.0,0.0,6.0,61.0,1
5.267441860465117,10.0,0.0,6.0,62.0,1
5.325301204819274,10.0,0.0,6.0,63.0,1
5.125000000000002,10.0,0.0,6.0,64.0,1
5.217948717948718,10.0,0.0,6.0,65.0,1
5.194805194805195,10.0,0.0,6.0,66.0,1
5.240000000000003,10.0,0.0,6.0,67.0,1
5.079999999999998,10.0,0.0,6.0,68.0,1
5.140845070422535,10.0,0.0,7.0,69.0,1
5.029411764705883,10.0,0.0,8.0,70.0,1
5.0746268656716405,10.0,0.0,9.0,71.0,1
5.03030303030303,10.0,0.0,9.0,72.0,1
4.66153846153846,10.0,0.0,9.0,73.0,1
4.421875000000001,10.0,0.0,9.0,74.0,1
4.290322580645161,10.0,0.0,9.0,75.0,1
4.140350877192981,10.0,0.0,9.0,76.0,1
4.134615384615385,10.0,0.0,10.0,77.0,1
4.083333333333333,10.0,0.0,10.0,78.0,1
4.666666666666667,10.0,0.0,10.0,79.0,1
4.26190476190476,10.0,0.0,10.0,80.0,1
3.8750000000000004,10.0,0.0,10.0,81.0,1
3.6578947368421058,10.0,0.0,10.0,82.0,1
3.9722222222222214,10.0,0.0,10.0,83.0,1
3.838709677419355,10.0,0.0,10.0,84.0,1
3.8888888888888884,10.0,0.0,10.0,85.0,1
3.52,10.0,0.0,10.0,86.0,1
3.8260869565217392,10.0,0.0,10.0,87.0,1
3.739130434782609,9.0,0.0,10.0,88.0,1
3.619047619047619,8.0,0.0,10.0,89.0,1
3.833333333333333,7.0,0.0,10.0,90.0,1
2.6666666666666665,7.0,0.0,10.0,91.0,1
3.5384615384615388,8.0,0.0,10.0,92.0,1
4.181818181818182,9.0,0.0,10.0,93.0,1
3.9,8.0,0.0,10.0,94.0,1
3.1999999999999997,6.0,0.0,10.0,95.0,1
4.3,10.0,0.0,10.0,96.0,1
3.2499999999999996,7.0,0.0,10.0,97.0,1
3.571428571428571,8.0,0.0,10.0,98.0,1
4.142857142857143,10.0,0.0,10.0,99.0,1
3.9999999999999996,9.0,0.0,10.0,100.0,1
3.25,4.0,0.0,10.0,101.0,1
2.0,3.0,0.0,10.0,102.0,1
5.0,8.0,0.0,10.0,103.0,1
3.0,5.0,0.0,10.0,104.0,1
2.666666666666667,5.0,0.0,10.0,105.0,1
5.0,5.0,0.0,10.0,106.0,1
5.0,5.0,0.0,10.0,107.0,1
5.0,5.0,0.0,10.0,108.0,1
5.0,5.0,0.0,10.0,109.0,1
NaN,NaN,0.0,10.0,110.0,1
NaN,NaN,0.0,10.0,111.0,1
NaN,NaN,0.0,10.0,112.0,1
NaN,NaN,0.0,10.0,113.0,1
NaN,NaN,0.0,10.0,114.0,1
NaN,NaN,0.0,10.0,115.0,1
NaN,NaN,0.0,10.0,116.0,1
NaN,NaN,0.0,10.0,117.0,1
NaN,NaN,0.0,10.0,118.0,1
NaN,NaN,0.0,10.0,119.0,1
NaN,NaN,0.0,10.0,120.0,1
NaN,NaN,0.0,10.0,121.0,1
NaN,NaN,0.0,10.0,122.0,1
NaN,NaN,0.0,10.0,123.0,1
NaN,NaN,0.0,10.0,124.0,1
NaN,NaN,0.0,10.0,125.0,1
NaN,NaN,0.0,10.0,126.0,1
